id,Synopstationsnummer,Stationsname,Länge [°E],Breite [°N],Höhe [m],Startdatum,Enddatum,Bundesland,Sonnenschein,Globalstrahlung
5870,11081,BADEN,16.235556,48.011391,244.8,1979-10-01,2012-05-31,NOE,ja,ja
5880,,GUMPOLDSKIRCHEN,16.283333,48.033333,222.0,1975-01-01,1979-10-31,NOE,nein,nein
5890,,BREITENFURT,16.133333,48.150002,437.0,1981-05-01,1986-02-28,NOE,ja,nein
5901,11035,WIEN-HOHE WARTE,16.356388,48.248611,198.0,1880-04-01,2014-11-30,WIE,ja,ja
5916,,WIEN-UNTERLAA,16.422777,48.127499,200.0,1951-01-01,1995-12-31,WIE,nein,nein
5925,11034,WIEN-INNERE STADT,16.366945,48.198334,177.0,1984-12-19,2100-12-31,WIE,ja,ja
5963,,WIEN-HOHE WARTE HANNHUETTE,16.355833,48.248611,198.0,1941-01-01,1987-12-31,WIE,nein,nein
5972,11037,GROSS-ENZERSDORF,16.559166,48.199722,154.0,1983-07-01,2100-12-31,NOE,ja,ja
2116,11064,GARS/Kamp,15.7,48.591946,273.0,2016-05-20,2100-12-31,NOE,ja,ja
6010,,FRANZENSDORF,16.65,48.200001,153.0,1979-10-01,1982-03-31,NOE,nein,nein
6050,,FISCHAMEND,16.613611,48.09861,159.0,1984-08-01,2004-06-30,NOE,nein,ja
6304,11350,SALZBURG-FREISAAL,13.0525,47.790833,420.0,1986-11-01,2006-03-31,SAL,ja,ja
6308,,SALZBURG/FESTUNG,13.05,47.799999,542.0,1930-12-01,1931-12-24,SAL,ja,nein
6415,11152,MATTSEE,13.105556,47.977222,502.0,1999-08-01,2100-12-31,SAL,ja,ja
6530,,WEYREGG,13.5675,47.906387,469.0,1974-07-01,1996-04-30,OOE,ja,nein
19720,11255,KOETSCHACH-MAUTHEN,12.998333,46.676388,705.0,1987-01-01,2100-12-31,KNT,ja,ja
6610,11155,FEUERKOGEL,13.718333,47.81778,1618.0,1930-08-01,2005-10-31,OOE,ja,ja
6620,11154,GMUNDEN,13.8075,47.914722,424.4,1982-08-01,2016-04-26,OOE,ja,ja
6630,,LENZING,13.616667,47.983334,466.0,1961-01-01,1964-12-31,OOE,ja,nein
19600,,ST.LORENZEN/LESACHTAL,12.783334,46.700001,1260.0,1980-01-01,2007-12-31,KNT,ja,nein
19505,11201,SILLIAN,12.423611,46.746387,1081.4,1996-11-01,2100-12-31,TIR,ja,ja
6700,,GRUENAU,13.951111,47.864166,540.0,1985-01-01,1998-12-31,OOE,nein,nein
6900,,TERNBERG,14.353889,47.954445,350.0,1982-05-01,1983-10-31,OOE,nein,nein
6910,,GROSSRAMING/KRAFTWERK,14.517777,47.893333,379.0,1980-02-01,2000-12-31,OOE,ja,nein
19201,11245,BAD GLEICHENBERG,15.901944,46.866665,303.0,1985-04-01,2004-12-31,STMK,ja,nein
18906,11285,DEUTSCHLANDSBERG,15.226944,46.821667,354.0,2001-05-01,2100-12-31,STMK,ja,ja
18810,,WOLFSBERG-REDING,14.85,46.833332,440.0,1980-01-01,1985-09-30,KNT,ja,nein
18805,11214,PREITENEGG,14.915,46.938057,1034.0,1993-06-01,2100-12-31,KNT,ja,ja
18705,11229,ST.ANDRAE/LAVANTTAL,14.828055,46.764168,403.0,1993-03-01,2100-12-31,KNT,ja,ja
18622,11237,ST.VEIT/GLAN,14.385555,46.739166,463.0,2007-08-01,2100-12-31,KNT,ja,ja
18615,,ALTHOFEN,14.483334,46.866665,728.0,1978-07-01,1980-09-30,KNT,ja,nein
18502,11225,WEITENSFELD,14.190833,46.849167,704.0,2007-07-01,2100-12-31,KNT,ja,ja
18500,11225,WEITENSFELD,14.196389,46.844444,705.0,2006-03-01,2007-08-31,KNT,nein,ja
18231,11273,GMUEND,13.534166,46.902779,738.0,2008-07-23,2100-12-31,KNT,ja,ja
18225,11272,SPITTAL/DRAU,13.487223,46.790554,542.0,1993-07-01,2100-12-31,KNT,ja,ja
18220,11272,SPITTAL/DRAU,13.536111,46.774723,524.0,1977-04-01,1996-12-31,KNT,nein,nein
18121,11261,OBERVELLACH,13.223333,46.92889,809.0,1986-12-01,2015-01-30,KNT,ja,ja
10720,11258,NEUDORF/LANDSEE,16.38139,47.562778,429.0,2015-11-01,2100-12-31,BGL,ja,ja
7905,11194,NEUSIEDL AM SEE,16.857779,47.942501,135.0,1984-06-22,2004-07-31,BGL,ja,ja
9901,,ADMONT-MOORWIRTSCHAFT,14.45,47.583332,620.0,1934-03-01,1955-07-31,STMK,nein,nein
9911,11167,HALL/ADMONT,14.490833,47.594444,637.0,2007-07-01,2100-12-31,STMK,ja,ja
9925,11063,ROTTENMANN,14.430278,47.507778,707.0,2009-08-31,2100-12-31,STMK,ja,ja
9105,11327,KIRCHDORF/TIROL,12.463056,47.566113,636.6,2006-06-15,2100-12-31,TIR,ja,ja
9200,,UNKEN,12.743055,47.663055,545.0,1969-01-01,1976-12-31,SAL,nein,nein
9211,11140,LOFER/ORT,12.695278,47.584446,622.0,1999-04-01,2100-12-31,SAL,ja,ja
9406,11371,GOLLING,13.181666,47.59111,490.0,2008-09-30,2100-12-31,SAL,ja,ja
1401,11007,KOLLERSCHLAG,13.839167,48.602779,714.0,2008-06-01,2100-12-31,OOE,ja,ja
1906,11019,ALLENTSTEIG,15.366944,48.690834,599.0,1992-08-01,2100-12-31,NOE,ja,ja
2415,11083,LEISER BERGE,16.371666,48.558887,457.0,1998-04-01,2100-12-31,NOE,ja,ja
2900,,REICHERSBERG,13.37,48.336113,350.0,1961-01-01,2001-12-31,OOE,nein,nein
3315,11050,REICHENAU/MUEHLKREIS,14.345555,48.459167,689.0,2008-07-01,2100-12-31,OOE,ja,ja
3810,,LANGENLOIS,15.7,48.466667,210.0,1980-01-01,1992-02-29,NOE,ja,nein
4221,,GAENSERNDORF,16.687222,48.31139,163.0,1989-02-01,2000-09-30,NOE,ja,nein
4801,,GALLSPACH,13.811666,48.209999,368.0,1990-01-01,2008-03-31,OOE,ja,nein
5103,,ENNS-STADT,14.483334,48.216667,317.0,1988-08-01,1991-04-30,OOE,nein,nein
5302,11018,AMSTETTEN-ALLERSDORF,14.866667,48.116665,275.0,1986-08-01,1989-01-31,NOE,ja,nein
5604,11028,ST.POELTEN/KOPALKASERNE,15.611111,48.180279,285.0,1994-01-01,2005-06-13,NOE,ja,ja
5871,,BADEN,16.233334,48.016666,260.0,1965-01-01,1982-12-31,NOE,ja,nein
5881,11082,GUMPOLDSKIRCHEN,16.282223,48.040279,219.0,1990-10-01,2018-03-29,NOE,ja,ja
6410,11152,MATTSEE,13.1,47.966667,508.0,1980-06-01,1985-06-30,SAL,nein,nein
6510,11153,MONDSEE,13.368889,47.847778,491.0,1982-05-01,2009-02-28,OOE,nein,nein
6800,,KIRCHDORF/KREMS,14.130834,47.899445,445.0,1992-01-01,1993-12-31,OOE,nein,nein
7001,,WEYER,14.667222,47.857777,428.0,1987-05-01,2007-03-31,OOE,ja,nein
7012,11368,WAIDHOFEN/YBBS-ZENTRUM,14.784445,47.957779,365.1,2002-10-10,2019-06-04,NOE,ja,ja
7505,11382,PUCHBERG/SCHNEEBERG,15.906944,47.790279,583.0,1998-04-01,2100-12-31,NOE,ja,ja
7710,11387,SEIBERSDORF,16.504999,47.976387,185.0,1982-01-01,2100-12-31,NOE,ja,ja
18601,11228,FRIESACH,14.405833,46.958611,640.0,2007-07-01,2100-12-31,KNT,ja,ja
19200,11245,BAD GLEICHENBERG,15.9,46.866665,303.0,1928-04-01,1985-03-31,STMK,ja,nein
20123,11213,VILLACH-STADT,13.873889,46.618057,493.0,1994-01-01,2100-12-31,KNT,ja,ja
20219,,POERTSCHACH,14.166667,46.633335,441.0,1978-05-01,1982-09-30,KNT,nein,nein
20903,11264,BAD RADKERSBURG,15.993333,46.692223,207.0,2016-04-01,2100-12-31,STMK,ja,ja
21101,11217,LOIBL/TUNNEL,14.249166,46.44389,1097.0,2007-08-04,2100-12-31,KNT,ja,ja
8301,11100,SULZBERG,9.914444,47.521946,1016.0,2008-09-01,2100-12-31,VBG,ja,ja
8805,11328,ACHENKIRCH,11.705277,47.532223,904.0,1998-07-01,2016-10-31,TIR,ja,ja
9000,,KIRCHBICHL,12.086667,47.515556,498.0,1969-10-01,2001-05-31,TIR,ja,nein
9010,11130,KUFSTEIN,12.163889,47.574165,492.0,1978-01-01,1992-08-31,TIR,nein,nein
9016,11130,KUFSTEIN,12.162778,47.575279,490.0,1992-06-01,2100-12-31,TIR,ja,ja
9450,,ST.KOLOMAN,13.2325,47.651669,1000.0,1990-07-01,2004-03-31,SAL,ja,ja
9500,,ABTENAU,13.348333,47.564445,714.0,1963-08-01,1978-04-30,SAL,ja,nein
9510,,ST.WOLFGANG,13.45,47.733334,575.0,1980-01-01,1987-06-30,OOE,nein,nein
9611,11156,BAD ISCHL,13.65,47.706665,512.0,2003-11-01,2007-12-31,OOE,ja,nein
9613,,BAD ISCHL,13.616111,47.715,480.0,1961-01-01,1962-06-30,OOE,ja,nein
9617,,BAD ISCHL,13.616111,47.715,508.0,1962-07-01,1967-12-31,OOE,ja,nein
9618,11361,BAD ISCHL,13.647223,47.706112,507.0,2007-07-01,2100-12-31,OOE,ja,ja
9643,11356,BAD AUSSEE,13.758333,47.610554,743.0,2013-02-01,2100-12-31,STMK,ja,ja
10401,11177,MUERZZUSCHLAG,15.672778,47.602222,705.0,2008-09-01,2100-12-31,STMK,ja,ja
10511,,REICHENAU/RAX,15.85,47.700001,485.0,1981-01-01,1982-08-31,NOE,nein,nein
12310,,SCHMITTENHOEHE,12.733334,47.333332,1964.0,1948-07-01,1982-03-31,SAL,ja,nein
12351,11339,HOCHFILZEN,12.621111,47.470276,962.0,2007-11-01,2100-12-31,TIR,ja,ja
12411,,SAALFELDEN,12.833333,47.416668,735.0,1974-05-01,1992-04-30,SAL,ja,nein
12500,11141,BISCHOFSHOFEN,13.216666,47.400002,550.0,1980-06-01,2008-06-30,SAL,ja,nein
12504,11141,BISCHOFSHOFEN,13.221111,47.406666,550.0,1996-10-01,2100-12-31,SAL,ja,ja
16000,11220,NEUMARKT,14.433333,47.083332,842.0,1980-01-01,1983-12-31,STMK,ja,nein
15920,11280,MURAU,14.176945,47.111111,816.0,1989-03-01,2100-12-31,STMK,ja,ja
15912,11363,STOLZALPE,14.188334,47.123055,1291.0,2007-07-01,2100-12-31,STMK,ja,ja
15910,11163,STOLZALPE,14.2,47.116665,1305.0,1961-01-01,1999-10-31,STMK,ja,nein
15905,,KRAKAUEBENE,13.952778,47.188057,1312.0,1990-10-01,2007-12-31,STMK,ja,nein
15901,11377,OBERWOELZ,14.286667,47.201946,842.1,2007-08-01,2100-12-31,STMK,ja,ja
15800,,FLATTNITZ,14.035277,46.944721,1438.0,1970-10-01,1996-07-31,KNT,nein,nein
15712,11399,TAMSWEG,13.808333,47.133057,1025.0,2004-10-01,2100-12-31,SAL,ja,ja
15702,11148,ST.MICHAEL/LUNGAU,13.622778,47.094444,1052.0,2008-06-01,2100-12-31,SAL,ja,ja
15700,11148,ST.MICHAEL IM LUNGAU,13.65,47.099998,1094.0,1976-09-01,1988-06-30,SAL,ja,nein
12506,,BISCHOFSHOFEN-BUCHBERG,13.216666,47.400002,733.0,2001-01-01,2003-10-31,SAL,nein,nein
15624,11149,OBERTAUERN,13.566667,47.25,1755.0,1980-02-01,1983-12-31,SAL,ja,nein
15623,11149,OBERTAUERN,13.55,47.25,1775.0,1971-06-01,1973-08-31,SAL,ja,nein
12512,,ST.VEIT-GRAFENHOF,13.166667,47.316666,770.0,1984-11-01,1986-10-31,SAL,nein,nein
12615,11147,RADSTADT,13.456111,47.385277,858.0,1994-06-22,2017-11-13,SAL,ja,ja
12610,11147,RADSTADT,13.45,47.383335,845.0,1977-10-27,1994-12-31,SAL,ja,nein
12616,11208,RADSTADT-TANDALIER,13.440833,47.380001,835.0,2016-08-08,2100-12-31,SAL,ja,ja
12700,,ROHRMOOS,13.659166,47.378334,1075.0,1975-06-01,2000-12-31,STMK,ja,nein
15515,11342,BAD GASTEIN/BOECKSTEIN,13.120833,47.092777,1100.0,1982-03-01,2009-12-29,SAL,ja,nein
15506,,BAD HOFGASTEIN,13.108055,47.161945,842.0,1980-09-01,1982-10-31,SAL,nein,nein
15504,,BAD GASTEIN,13.133333,47.116665,1082.0,1926-04-21,1983-01-31,SAL,ja,nein
15501,11372,BAD GASTEIN,13.133333,47.110554,1092.0,1977-06-01,2100-12-31,SAL,ja,ja
15431,,KOLM-SAIGURN,12.983334,47.066666,1600.0,1975-09-01,1980-09-30,SAL,nein,nein
15420,,HEILIGENBLUT,12.847222,47.033333,1242.0,1978-01-01,1981-02-28,KNT,ja,nein
15414,,SONNBLICK GAW Daten,12.958055,47.055,3105.0,1993-01-01,2001-06-19,SAL,nein,nein
15412,,SONNBLICK-FENSTERHUETTE,12.958055,47.055,3105.0,1986-06-01,2001-10-31,SAL,ja,ja
15411,11343,SONNBLICK (TAWES),12.9575,47.054165,3109.0,1986-06-01,2100-12-31,SAL,ja,ja
15402,11346,RAURIS,12.9925,47.22361,933.8,1992-12-01,2100-12-31,SAL,ja,ja
15400,,RAURIS,13.0,47.216667,945.0,1949-05-01,1989-06-30,SAL,ja,nein
15344,11200,KALS,12.646389,47.004723,1352.4,2007-08-01,2100-12-31,TIR,ja,ja
15341,,KALS-GROSSDORF,12.633333,47.0,1350.0,1984-07-01,1989-12-31,TIR,nein,nein
15105,11136,KRIMML,12.181945,47.229168,1009.0,1997-06-01,2100-12-31,SAL,ja,ja
15101,11136,KRIMML,12.183333,47.23,1000.0,1984-01-01,1997-05-31,SAL,ja,nein
15010,,ZELL AM ZILLER,11.897778,47.233334,585.0,1980-01-01,1985-12-31,TIR,ja,nein
15002,11330,MAYRHOFEN,11.851666,47.162498,640.0,2007-09-01,2100-12-31,TIR,ja,ja
14820,,RINN,11.484445,47.24889,900.0,1961-01-01,2006-07-31,TIR,ja,ja
14810,11126,PATSCHERKOFEL,11.462222,47.209446,2247.0,1961-01-01,2006-07-31,TIR,ja,nein
14802,11129,BRENNER,11.510834,47.007221,1412.0,2007-11-01,2100-12-31,TIR,ja,ja
14800,11128,BRENNER,11.516666,47.0,1450.0,1969-01-01,1976-12-31,TIR,nein,nein
14701,11324,NEUSTIFT/MILDERS,11.291945,47.102779,1007.0,2004-11-01,2100-12-31,TIR,nein,ja
14630,,UMHAUSEN,10.933888,47.137501,1041.0,1961-01-01,2003-05-31,TIR,nein,nein
14622,11317,ST.LEONHARD/PITZTAL,10.865556,47.027222,1454.4,2007-11-27,2100-12-31,TIR,nein,ja
14620,,PIOESMES,10.866667,47.049999,1410.0,1980-01-01,1982-12-31,TIR,ja,nein
14603,11309,HAIMING,10.889444,47.259724,659.0,2007-08-01,2100-12-31,TIR,ja,ja
13000,,OBERZEIRING,14.496111,47.254723,933.0,1980-01-01,1985-07-31,STMK,ja,nein
14520,,PRUTZ,10.666667,47.066666,870.0,1967-07-01,2008-01-31,TIR,ja,nein
14513,11115,IMST,10.742222,47.236946,773.0,2007-08-01,2100-12-31,TIR,ja,ja
14510,11115,IMST,10.741667,47.236111,785.0,1980-01-01,1983-05-31,TIR,ja,nein
14403,11112,LANDECK,10.563611,47.140278,796.0,1993-07-01,2100-12-31,TIR,ja,ja
14401,11112,LANDECK,10.566667,47.133335,785.0,1986-01-01,1993-09-30,TIR,ja,ja
14311,11307,LANGEN AM ARLBERG,10.123333,47.131668,1221.0,2007-08-01,2100-12-31,VBG,ja,ja
14308,11124,VALLUGA,10.212778,47.157501,2805.0,2011-02-14,2100-12-31,TIR,nein,nein
14305,11110,GALZIG,10.230278,47.129723,2079.0,1993-09-01,2100-12-31,TIR,ja,ja
14302,11311,ST.ANTON AM ARLBERG,10.266666,47.13139,1304.1,2007-08-01,2100-12-31,TIR,ja,ja
14301,11109,ST.ANTON AM ARLBERG,10.27,47.131668,1289.0,2006-03-01,2012-04-17,TIR,nein,nein
14150,,Bludenz Bleiche,9.8,47.166668,580.0,1995-01-01,1996-12-31,VBG,nein,nein
14120,,LUENERSEE,9.75,47.066666,1972.0,1963-10-01,1996-01-31,VBG,ja,nein
14115,11304,BRAND,9.738334,47.103054,1029.0,2001-08-01,2100-12-31,VBG,ja,ja
14103,11099,BLUDENZ,9.829445,47.147778,571.0,2015-09-01,2100-12-31,VBG,ja,ja
13907,11393,LUTZMANNSBURG,16.645555,47.465279,201.0,2000-06-01,2100-12-31,BGL,ja,ja
13800,,GLASHUETTEN,16.383888,47.382221,421.0,1974-01-01,1995-12-31,BGL,ja,nein
13702,11197,BERNSTEIN,16.261389,47.408333,631.0,2007-07-01,2100-12-31,BGL,ja,ja
13640,8989042,KROISEGG,16.042223,47.378613,444.0,2016-06-07,2100-12-31,BGL,ja,ja
13605,11390,HARTBERG,15.978611,47.280556,330.0,1994-06-01,2100-12-31,STMK,ja,ja
13400,,RECHBERG,15.416389,47.262779,926.0,1970-09-01,2001-03-31,STMK,ja,nein
13312,11274,LEOBEN,15.086667,47.378334,544.0,2012-12-01,2100-12-31,STMK,ja,ja
13120,11362,KALWANG,14.759722,47.421391,744.0,1994-02-01,2100-12-31,STMK,ja,ja
13116,11166,SECKAU,14.778611,47.270832,872.0,2002-04-01,2100-12-31,STMK,ja,ja
13302,11175,BRUCK/MUR,15.249722,47.405556,482.0,2004-10-01,2100-12-31,STMK,ja,nein
7013,11071,WAIDHOFEN/YBBS,14.809722,47.945557,384.0,2017-03-01,2100-12-31,NOE,ja,ja
7890,11072,NEUSIEDL AM SEE,16.828888,47.949165,117.0,2017-01-01,2100-12-31,BGL,ja,ja
8806,11266,ACHENKIRCH CAMPINGPLATZ,11.706667,47.499443,931.0,2016-10-06,2100-12-31,TIR,ja,ja
19711,11086,KORNAT,12.888889,46.685001,990.0,2017-05-01,2100-12-31,KNT,ja,ja
10410,11383,SEMMERING,15.827778,47.631111,1000.0,1983-11-01,2002-06-30,NOE,ja,ja
12720,11267,DACHSTEIN-HUNERKOGEL,13.626389,47.467777,2700.0,2017-05-29,2100-12-31,OOE,ja,ja
12721,11268,DACHSTEIN-SCHLADMING GLETSCHER,13.6325,47.474445,2520.0,2017-11-13,2100-12-31,OOE,nein,nein
12231,11073,MITTERSILL,12.495833,47.279167,783.0,2017-11-27,2100-12-31,SAL,ja,
20220,11278,POERTSCHACH,14.165277,46.630833,450.0,1982-10-01,2100-12-31,KNT,ja,ja
5935,11090,WIEN-DONAUFELD,16.431389,48.257221,160.0,1996-07-01,2100-12-31,WIE,ja,ja
6512,11153,MONDSEE,13.347222,47.850834,481.0,2009-01-01,2100-12-31,OOE,ja,ja
15321,11138,RUDOLFSHUETTE,12.625834,47.134998,2317.0,1992-12-01,2100-12-31,SAL,ja,ja
